title,price,description,link,Image,categorie
SOSKIN LAIT ECLAIRCISSANT CORPS ET ZONES SENSIBLES 150ML,87.980 TND TTC," La peau est intensément nourrie pour retrouver souplesse et douceur.Estompe les taches et défauts pigmentaires et limite leur réapparition.Procure une hydratation optimale et convient aux zones sensibles. La peau retrouve éclat, uniformité et souplesse.      ",https://anais.tn/produit/soskin-lait-eclaircissant-corps-et-zones-sensibles-150ml/,https://anais.tn/wp-content/uploads/2020/10/SK60450-PACKSHOT-1-C-removebg-preview-1.png,Corps
SVR  XERIAL 40 ONGLES 10ML,35.620 TND TTC,"Gel réparateur pour ongles abîmés.Xérial 40 Ongles est un gel qui lisse et diminue l’épaississement de l’ongle abîmé, dédoublé, strié et le protège des agressions extérieures .",https://anais.tn/produit/svr-xerial-40-ongles-10ml/,https://anais.tn/wp-content/uploads/2020/04/ongles.jpg,Corps
SVR COFFRET XERIAL 50 EXTREME +XERIAL 30 CREME PIEDS,32.846 TND TTC,"Xérial 50 : Pieds, mains et coudes. Réduit les callosités et les durillons des pieds très secs en 7 jours et prévient leur apparition.Xérial 30 : Votre programme sur mesure pour pieds secs à abimés.Nourrit et adoucit la peau des pieds très secs et abîmés.Répare et prévient l’apparition de callosités.",https://anais.tn/produit/svr-coffret-xerial-50-extreme-xerial-30-creme-pieds/,https://anais.tn/wp-content/uploads/2020/11/SVR-XERIAL-min.jpg,Corps
SVR TOPIALYSE BARRIERE 50ML,24.480 TND TTC,"Topialyse Crème Barrière pour les mains, le visage et le corps protège les peaux atopiques des agressions mécaniques ou chimiques dues aux détergents.",https://anais.tn/produit/svr-topialyse-barriere-50ml/,https://anais.tn/wp-content/uploads/2020/04/barriere.jpg,Corps
SVR TOPIALYSE BAUME EN SPRAY 200ML,54.980 TND TTC,Soulage les peaux à tendance atopiques. Soulage immédiatement et apaise durablement les irritations et sensations de grattage.Action anti-grattage 48H Barrière cutanée restaurée 8h après la 1ère application Les sensations de grattage ont considérablement diminué dès la 1ère application,https://anais.tn/produit/svr-topialyse-baume-en-spray-200ml/,https://anais.tn/wp-content/uploads/2020/04/baume-en-spray.jpg,Corps
SVR TOPIALYSE BAUME INTENSIF 200ML,42.900 TND TTC,"Pour les peaux très sèches à tendance atopiques. Dès la naissance, pour toute la famille.  TOPIALYSE BAUME INTENSIF, un baume anti-récidive(1) qui soulage immédiatement et apaise durablement les irritations et sensations de grattage.Action anti-grattage 48HTexture nourrissante et fondante sans fini gras pour un habillage immédiat.",https://anais.tn/produit/svr-topialyse-baume-intensif-200ml/,https://anais.tn/wp-content/uploads/2020/04/baume-intennsif-200ml.jpg,Corps
SVR TOPIALYSE BAUME LAVANT 200ML,32.900 TND 29.600 TND TTC,Un soin lavant sans parfum sans sulfate pour les peaux très sèches à tendance atopique Il apaise les sensations de grattage et relipide la peau pour restaurer la barrière cutanée. Maintient l’hydratation pendant 24h Effet anti-grattage 24H Respecte le film hydrolipidique et relipide intensément la peau Apaise immédiatement et apporte un confort longue durée,https://anais.tn/produit/svr-topialyse-baume-intensif-400ml/,https://anais.tn/wp-content/uploads/2020/04/baume-avant-200ml.jpg,Corps
SVR TOPIALYSE BAUME LAVANT 400ML,41.480 TND TTC,"TOPIALYSE BAUME LAVANT est un soin lavant sans parfum sans sulfate pour les peaux très sèches à tendance atopique.Il apaise les sensations de grattage et relipide la peau pour restaurer la barrière cutanée. Sa texture baume est crémeuse, onctueuse pour un vrai moment de douceur pour ces peaux fragiles.  Dès la sortie du bain/douche, la peau est plus confortable.",https://anais.tn/produit/svr-topialyse-baume-lavant-400ml-2/,https://anais.tn/wp-content/uploads/2020/04/baume-lavant-400ml.jpg,Corps
SVR TOPIALYSE CREME 200ML,41.450 TND TTC,"Topialyse Crème 48H d’hydratation et d’efficacité anti-dessèchement associé à une efficacité apaisante immédiate et durable Hydratation 48H Peau intensément hydratée, apaisée, tiraillements réduits Peau douce et souple dès la première application",https://anais.tn/produit/svr-topialyse-baume-lavant-400ml/,https://anais.tn/wp-content/uploads/2020/04/creme-200ml.jpg,Corps
SVR TOPIALYSE CREME 400ML,57.550 TND TTC,"TOPIALYSE CREME, un soin anti-dessèchement qui apaise les sensations de tiraillements pour un confort immédiat et durable.Hydratation 48HTexture plaisir fraîche, légère et non collante qui fusionne instantanément avec la peau pour un habillage immédiat.",https://anais.tn/produit/svr-topialyse-creme-400ml/,https://anais.tn/wp-content/uploads/2020/04/creme-400ml.jpg,Corps
