title,price,description,link,Image,categorie
ALMAFLORE HUILE D’AIL 50ML,10.590 TND TTC,"

Avec ses nombreux dérivés soufrés, l’ail conviendra particulièrement pour stimuler la croissance des cheveux crépus, à tendance à se casser plus facilement et à pousser plus lentement
Permet au cheveux crépus de pousser et réhydrate en profondeur les cheveux secs et cassants et recrée le phénomène de la kératisation

",https://anais.tn/produit/almaflore-huile-dail-50ml/,https://anais.tn/wp-content/uploads/2020/10/dail-1.jpg,Nature/Bio
ALMAFLORE HUILE DE BOURRACHE 50ML,29.980 TND TTC,"

Sa concentration équilibrée en oméga-6 lui procure des propriétés régénérantes et réparatrices pour le soin de visage: elle est idéale pour prolonger et entretenir la jeunesse de la peau.
 Elle calme et apaise les peaux sensibles et irritées. 
L’huile de bourrache est très assouplissante, qui permet de  redonner l’élasticité et la tonicité à la peau.

",https://anais.tn/produit/almaflore-huile-de-bourrache-50ml/,https://anais.tn/wp-content/uploads/2020/10/huile-de-bourrache-min.jpg,Nature/Bio
ALMAFLORE HUILE DE CARTHAME 10ML,4.970 TND TTC,"

Restructurant et réparatrice, elle préserve l’élasticité de la peau.
Relipidante, nourrissante, émolliente, elle contribue à rétablir l’hydratation de la peau.
Antioxydant, l’huile de Carthame aide à combattre le vieillissement de la peau.
Fluide et légère, elle pénètre facilement dans la peau.

",https://anais.tn/produit/almaflore-huile-de-carthame-10ml/,https://anais.tn/wp-content/uploads/2020/10/almaflore-huile-de-carthame-10ml-min.jpg,Nature/Bio
ALMAFLORE HUILE DE CLOU DE GIROFLE 10ML,11.980 TND TTC,"

C’est une huile anti-infectieuse, antivirale, antibactérienne puissante, antifongique, antiparasitaire.
Cette huile se caractérise par son action stimulante immunitaire.
Elle est anesthésiante et antiseptique.

",https://anais.tn/produit/almaflore-huile-de-clou-de-girofle-10ml/,https://anais.tn/wp-content/uploads/2020/10/almaflore-huile-essentielle-de-clou-de-girofle-10ml-min.jpg,Nature/Bio
ALMAFLORE HUILE DE CRESSON 10 ML,4.900 TND TTC,"

Soin de la peau.
Soins des cheveux.
En massage corporel.
Massage des jambes, des pieds et des muscles.
Antiride et antisudorale.
Désinfectante, astringente et revitalisante.
Masque pour peaux grasses.

",https://anais.tn/produit/almaflore-huile-de-cresson-10-ml/,https://anais.tn/wp-content/uploads/2020/10/almaflore-huile-essentielle-de-tea-tree-bio-10ml-min.jpg,Nature/Bio
ALMAFLORE HUILE DE FENUGREC 10ML,4.900 TND TTC,"

Pour les cheveux: elle nourrit et adoucit les cheveux secs et cassants, elle fortifie les cheveux fragiles.
 Elle est aussi connue pour lutter contre la chute des cheveux et stimuler leur pousse
L’huile de fenugrec est réputée pour nourrir et raffermir la peau, elle est recommandée en particulier pour le soin du buste.

",https://anais.tn/produit/almaflore-huile-de-fenugrec-10ml/,https://anais.tn/wp-content/uploads/2020/10/anais-para-fenugrec-min.jpg,Nature/Bio
ALMAFLORE HUILE DE FENUGREC 50ML,13.500 TND TTC,"

Pour les cheveux: elle nourrit et adoucit les cheveux secs et cassants, elle fortifie les cheveux fragiles
 Elle est aussi connue pour lutter contre la chute des cheveux et stimuler leur pousse
L’huile de fenugrec est réputée pour nourrir et raffermir la peau, elle est recommandée en particulier pour le soin du buste

",https://anais.tn/produit/almaflore-huile-de-fenugrec-50ml/,https://anais.tn/wp-content/uploads/2020/10/almaflore-huile-de-fenugrec-50ml.jpg,Nature/Bio
ALMAFLORE HUILE DE GERME DE BLÉ 10ML,6.950 TND TTC,"

Visage:  C »est une huile calmante, réparatrice et anti -âge.
Cheveux:  Elle donne éclat et brillance pour les cheveux terne.
Corps: Elle est tonifiante et elle donne à votre peau un teint satiné

",https://anais.tn/produit/almaflore-huile-de-germe-de-ble-10ml/,https://anais.tn/wp-content/uploads/2020/10/almaflore-huile-germes-de-ble-10-ml.jpg,Nature/Bio
ALMAFLORE HUILE DE GERME DE BLÉ 50ML,19.500 TND TTC,"

Visage:  C »est une huile calmante, réparatrice et anti -âge
Cheveux:  Elle donne éclat et brillance pour les cheveux terne
Corps: Elle est tonifiante et elle donne à votre peau un teint satiné

",https://anais.tn/produit/almaflore-huile-de-germe-de-ble-50ml/,https://anais.tn/wp-content/uploads/2020/10/almaflore-huile-de-germe-de-ble-50ml.jpg,Nature/Bio
ALMAFLORE HUILE DE JOJOBA 10ML,8.480 TND TTC,"

Visage:  cette huile est destiné pour les peaux grasses, acnéiques, sèches ou matures. Elle est efficace même pour les enfants.

Cheveux: elle est utilisé pour les cheveux gras, cassantes et les cheveux ternes.

Corps: l’huile de jojoba est idéale pour les huiles de massages.

",https://anais.tn/produit/almaflore-huile-de-jojoba-10ml/,https://anais.tn/wp-content/uploads/2020/10/jojoba-10ml-min-1.png,Nature/Bio
